feature,importance
categorical__route_KHV-KZN,0.00017874026914165502
categorical__route_AER-MMK,0.00017867880147871647
categorical__route_VVO-ROV,0.00017701921348042777
categorical__route_PEE-VVO,0.00017696276294214012
categorical__route_GOJ-SCW,0.00017673421094247478
categorical__route_SVX-LED,0.0001753664776990986
categorical__route_DME-YKS,0.00017298601745041427
categorical__route_MMK-SVX,0.00017286303386846187
categorical__route_KGD-AER,0.0001723389337684144
categorical__route_LED-TJM,0.00017188258235623682
categorical__route_SVX-VOG,0.00017107616322554675
categorical__route_ROV-LED,0.0001703665824871026
categorical__route_UFA-PKC,0.0001702858891474835
categorical__route_ARH-OMS,0.00016984533294878886
categorical__route_SVX-OVB,0.0001694847215019327
categorical__route_DME-UFA,0.00016919345270963984
categorical__route_PEE-DME,0.0001686105099196811
categorical__route_SGC-KGD,0.00016782380410382887
categorical__route_AER-YKS,0.00016657016174230973
categorical__route_LED-SVX,0.00016567469652865492
categorical__route_VOG-SVO,0.00016468634895737346
categorical__route_KJA-SVO,0.00016400392135439322
categorical__route_VVO-PKC,0.00016295542307730428
categorical__route_CEK-LED,0.00016210389376925517
categorical__route_OMS-DME,0.000161275156226839
categorical__route_TJM-VVO,0.00016029577377681513
categorical__route_PKC-VVO,0.00015970185536179593
categorical__route_UFA-KHV,0.00015966987514479212
categorical__route_DME-CEK,0.0001592834854883418
categorical__route_OVB-AER,0.000158731909008661
categorical__route_OVB-LED,0.0001586998173042739
categorical__route_MMK-PEE,0.00015818477926682776
categorical__route_KHV-ARH,0.00015794542452665848
categorical__route_KRR-VVO,0.00015694900247744138
categorical__route_AER-SGC,0.00015647671236195253
categorical__route_DME-GOJ,0.00015564361374143445
categorical__route_SCW-KHV,0.0001556063854995062
categorical__route_VOG-DME,0.0001548277690075174
categorical__route_OVB-KRR,0.0001538108875917533
categorical__route_KHV-TJM,0.00015347824446385345
categorical__route_UFA-SGC,0.00015257071222541884
categorical__route_YKS-CEK,0.0001524677432335933
categorical__route_SCW-GOJ,0.00015207305169622528
categorical__route_LED-GOJ,0.00015183681339493374
categorical__route_KZN-PEE,0.00015164826333346923
categorical__route_VVO-KUF,0.00015160798933998532
categorical__route_VVO-OMS,0.0001507404101193465
categorical__route_ARH-VKO,0.00015032916856999319
categorical__route_KHV-GOJ,0.00015017154021980752
categorical__route_SVO-KZN,0.0001501133695441389
categorical__route_PEE-IKT,0.00014998038862166368
categorical__route_ARH-SVO,0.00014924857257207246
categorical__route_OVB-VOG,0.0001484313443359754
categorical__route_KUF-KZN,0.00014841015562669322
categorical__route_KGD-PKC,0.00014827563992034025
categorical__route_KUF-AER,0.00014761143990980175
categorical__route_SVX-IKT,0.00014705630928329874
categorical__route_KRR-ROV,0.00014671011520003114
categorical__route_VOG-OVB,0.00014510325969399496
categorical__route_SCW-ROV,0.00014492238828165538
categorical__route_KGD-KHV,0.0001444022026151965
categorical__route_OVB-OMS,0.00014323618012735163
categorical__route_VKO-PKC,0.00014216749579943673
categorical__route_KRR-SVX,0.0001418893422244165
categorical__route_KHV-OVB,0.00014117894190155322
categorical__route_YKS-KGD,0.00014103029645414484
categorical__route_VVO-AER,0.00014040819754404567
categorical__route_GOJ-KUF,0.00014033442556966072
categorical__route_LED-KRR,0.00013968121418933598
categorical__route_YKS-KZN,0.00013897680374165948
categorical__route_VVO-ARH,0.00013874532605205034
categorical__route_KHV-SVX,0.00013722822796772923
categorical__route_KGD-VVO,0.00013714749009301422
categorical__route_TJM-AER,0.00013709517885150002
categorical__route_VOG-SCW,0.00013693817480966175
categorical__route_CEK-OVB,0.00013692981523209943
categorical__route_OMS-VVO,0.00013666380195657735
categorical__route_SGC-ROV,0.0001364888942592596
categorical__route_IKT-KJA,0.00013546117716783427
categorical__route_AER-VOG,0.0001353924994899402
categorical__route_OMS-LED,0.00013426070359329997
categorical__route_PKC-KZN,0.0001338836207855621
categorical__route_ARH-DME,0.00013311877300113746
categorical__route_KJA-VKO,0.00013287608408299087
categorical__route_VKO-ROV,0.00013236064316419778
categorical__route_SGC-KZN,0.0001322391959226691
categorical__route_KUF-SVX,0.00013221427881292042
categorical__route_KGD-VOG,0.00013176265312625908
categorical__route_OVB-SVX,0.000131716144742636
categorical__route_KRR-GOJ,0.00013104214725242314
categorical__route_KUF-MRV,0.00013049317675448724
categorical__route_ROV-DME,0.00012941585532193588
categorical__route_UFA-MMK,0.00012925472804741934
categorical__route_SGC-PEE,0.00012899970207737232
categorical__route_PEE-KHV,0.00012877125644459846
categorical__route_PEE-PKC,0.00012868979745951772
categorical__route_SGC-KRR,0.00012847558640215483
categorical__route_KGD-KJA,0.00012779485458953277
categorical__route_SGC-AER,0.00012766505261555458
categorical__route_PEE-KZN,0.0001271986510147592
categorical__route_KRR-KJA,0.00012664715097833286
categorical__route_SCW-MMK,0.0001256925465896424
categorical__route_SVX-MRV,0.00012539731685842778
categorical__route_UFA-YKS,0.00012525244488774832
categorical__route_YKS-PKC,0.00012518515854918576
categorical__route_VVO-UFA,0.0001248392248995386
categorical__route_KHV-AER,0.00012458346862095806
categorical__route_KRR-UFA,0.00012431224240129133
categorical__route_MRV-AER,0.0001238324318341836
categorical__route_PKC-UFA,0.00012344839986833589
categorical__route_MRV-PKC,0.00012313840668240616
categorical__route_UFA-GOJ,0.00012273405227652913
categorical__route_AER-KGD,0.00012184836410516943
categorical__route_IKT-SCW,0.00012086655905551372
categorical__route_MMK-KHV,0.00012072866647479488
categorical__route_MRV-SCW,0.00012000852426235637
categorical__route_ROV-OMS,0.00011945151818075572
categorical__route_AER-SCW,0.00011930997867123389
categorical__route_VVO-KRR,0.00011924134243209825
categorical__route_VOG-TJM,0.00011919211124226137
categorical__route_UFA-KUF,0.00011797226858045845
categorical__route_VOG-ARH,0.00011771294682178391
categorical__route_KJA-VOG,0.00011757988859821735
categorical__route_YKS-KHV,0.00011627047355432074
categorical__route_KUF-KHV,0.00011578024628529949
categorical__route_UFA-OVB,0.00011551912555582403
categorical__route_PEE-LED,0.00011536183047767748
categorical__route_GOJ-AER,0.0001151456928886494
categorical__route_OVB-MMK,0.00011496791724464733
categorical__route_YKS-ARH,0.0001144575625369287
categorical__route_LED-KHV,0.00011361664638947499
categorical__route_SCW-LED,0.00011303962289276558
categorical__route_OMS-GOJ,0.00011299566200563627
categorical__route_PKC-KGD,0.00011238295898080267
categorical__route_VVO-LED,0.00011195186256326731
categorical__route_IKT-AER,0.00011188767505264641
categorical__route_DME-TJM,0.00011163706879495675
categorical__route_CEK-YKS,0.00011123563338721957
categorical__route_KJA-SCW,0.00011009110207197892
categorical__route_PKC-ARH,0.00010984356817856083
categorical__route_KUF-MMK,0.00010974781015155357
categorical__route_KUF-OMS,0.00010905104237302035
categorical__route_MRV-KJA,0.00010881940333397791
categorical__route_GOJ-PEE,0.00010825297381550852
categorical__route_KJA-MRV,0.00010775606502846851
categorical__route_MRV-GOJ,0.00010739783082033492
categorical__route_KZN-AER,0.00010683771417080058
categorical__route_OMS-KUF,0.00010591635430304924
categorical__route_ROV-TJM,0.00010583072000720752
categorical__route_VVO-KHV,0.00010561082282913577
categorical__route_KHV-VVO,0.00010515191144960913
categorical__route_PEE-KGD,0.0001050853440430114
categorical__route_MMK-OMS,0.00010487788859825483
categorical__route_CEK-UFA,0.00010460461470128815
categorical__route_SGC-PKC,0.00010429688228338687
categorical__route_TJM-KUF,0.00010419455209811843
categorical__route_YKS-MRV,0.00010373844330778778
categorical__route_TJM-KZN,0.00010300066040673128
categorical__route_IKT-KZN,0.00010296007413854164
categorical__route_MMK-KZN,0.00010221565722353602
categorical__route_KRR-MRV,0.00010195583184169951
categorical__route_LED-ARH,0.00010194303606913842
categorical__route_PEE-GOJ,0.00010176873493162828
categorical__route_KHV-SGC,0.00010137282685315159
categorical__route_MRV-OVB,0.00010095592752019061
categorical__route_ROV-AER,0.00010074297455552534
categorical__route_PKC-GOJ,0.00010050222952229942
categorical__route_MMK-TJM,0.00010049842830744256
categorical__route_AER-PKC,0.0001002349032499321
categorical__route_VOG-IKT,0.00010001027678840448
categorical__route_OVB-KJA,9.993702912872701e-05
categorical__route_IKT-UFA,9.990655944959265e-05
categorical__route_VVO-GOJ,9.894837569205688e-05
categorical__route_MMK-CEK,9.880227109001477e-05
categorical__route_KUF-SCW,9.876845943581022e-05
categorical__route_VOG-GOJ,9.853816391347804e-05
categorical__route_PKC-VOG,9.803619815554825e-05
categorical__route_YKS-TJM,9.75417847442095e-05
categorical__route_SVX-VVO,9.718277706026171e-05
categorical__route_KZN-OVB,9.655846423833261e-05
categorical__route_PKC-OMS,9.632793513536465e-05
categorical__route_CEK-GOJ,9.596503743327492e-05
categorical__route_OVB-KGD,9.56547776978791e-05
categorical__route_TJM-VOG,9.561732080094844e-05
categorical__route_ROV-SVX,9.539698186740255e-05
categorical__route_UFA-KGD,9.488641838449395e-05
categorical__route_KJA-ROV,9.458245881685843e-05
categorical__route_AER-SVX,9.453186282968062e-05
categorical__route_KRR-YKS,9.450098768920705e-05
categorical__route_SVX-SGC,9.387251745174631e-05
categorical__route_GOJ-KHV,9.373324987687556e-05
categorical__route_KGD-MRV,9.371926115745153e-05
categorical__route_PKC-PEE,9.316145962168376e-05
categorical__route_KHV-KGD,9.315344461284722e-05
categorical__route_SVX-KUF,9.307802731093008e-05
categorical__route_MMK-IKT,9.303816218020821e-05
categorical__route_IKT-SVX,9.296086037302845e-05
categorical__route_YKS-SCW,9.290721832874865e-05
categorical__route_SCW-VKO,9.288820823239007e-05
categorical__route_KRR-SGC,9.277280681582914e-05
categorical__route_LED-SGC,9.234265477555937e-05
categorical__route_PEE-VOG,9.213728058695805e-05
categorical__route_LED-MMK,9.188202659194915e-05
categorical__route_GOJ-VVO,9.169084367329918e-05
categorical__route_MRV-ROV,9.129712076720604e-05
categorical__route_OVB-ROV,9.086088087758566e-05
categorical__route_CEK-ARH,9.082102669546243e-05
categorical__route_KZN-IKT,9.079203722658463e-05
categorical__route_UFA-CEK,9.07050460035114e-05
categorical__route_UFA-MRV,9.046901575692101e-05
categorical__route_UFA-SVX,9.037950016395308e-05
categorical__route_KZN-OMS,9.009605467114561e-05
categorical__route_SGC-KUF,8.981916239495342e-05
categorical__route_ARH-VVO,8.947593405547571e-05
categorical__route_KRR-LED,8.945181401784762e-05
categorical__route_VOG-MRV,8.931726139383939e-05
categorical__route_YKS-UFA,8.902166502540193e-05
categorical__route_KJA-VVO,8.878927781340723e-05
categorical__route_OMS-ROV,8.845123802356972e-05
categorical__route_SGC-CEK,8.844562690988434e-05
categorical__route_UFA-KJA,8.838180423374491e-05
categorical__route_SCW-SGC,8.818523478920129e-05
categorical__route_KRR-PKC,8.786613222903519e-05
categorical__route_OVB-PKC,8.675646684899304e-05
categorical__route_CEK-KJA,8.663479361058236e-05
categorical__route_VOG-MMK,8.657884572831934e-05
categorical__route_KRR-KHV,8.64021320661475e-05
categorical__route_TJM-OVB,8.585908571627196e-05
categorical__route_CEK-KHV,8.579574520741302e-05
categorical__route_VOG-UFA,8.578011919319374e-05
categorical__route_OVB-TJM,8.566326977744414e-05
categorical__route_CEK-OMS,8.561061515185185e-05
